123,0,x,0,0
124,0,x,0,0
125,0,x,0,0
126,0,0,x,0
127,0,0,x,x
128,0,x,0,0
129,x,0,0,0
130,0,x,0,0
131,0,x,0,0
132,0,0,0,0
133,x,0,0,0
134,x,0,0,0
135,x,0,0,0
136,0,0,x,0
137,x,0,0,0
138,0,x,0,0
139,0,0,x,x
140,0,0,0,0
141,0,x,0,0
142,0,x,0,0
143,x,0,0,0
144,0,0,x,0
145,0,x,0,0
146,0,x,0,0
147,0,x,0,0
148,0,x,0,0
149,0,0,0,0
150,0,0,0,0
151,0,0,0,x
152,0,0,0,x
153,x,0,0,0
154,0,x,0,0
155,0,x,0,0
156,x,0,0,0
157,0,0,x,0
158,0,0,0,x
159,0,0,0,0
160,0,0,x,0
161,0,x,0,0
162,0,x,0,0
163,0,x,0,0
164,0,0,x,0
165,x,0,0,0
166,0,x,0,0
167,0,x,0,0
168,0,0,0,x
169,0,0,x,0
170,0,x,0,0
171,0,x,0,x
172,0,x,0,0
173,0,0,x,0
174,x,0,0,0
175,0,0,x,0
176,0,x,0,0
177,0,x,0,0
178,0,x,0,0
179,0,x,0,0
180,0,0,x,0
181,0,0,x,0
182,0,0,0,0
183,0,0,0,0
184,0,x,0,0
185,0,0,x,0
186,x,0,0,0
187,0,0,0,0
188,x,0,x,0
189,0,x,0,0
190,0,x,0,0
191,0,x,0,0
192,0,0,0,x
193,0,0,0,x
194,0,0,x,0
195,0,x,0,0
196,0,0,x,0
197,x,x,0,0
198,0,0,0,x
199,0,0,0,x
200,x,0,0,0
201,x,0,0,0
202,0,0,0,x
203,0,x,0,0
204,x,0,x,0
205,x,0,0,0,
206,0,0,0,0,
207,x,0,0,0,
208,0,x,0,0,
209,x,0,0,0,
210,0,0,0,0,
211,0,0,0,0,
212,0,0,x,0,
213,0,0,0,0,
214,0,x,0,0,
215,0,x,0,0,
216,0,0,x,0,
217,0,x,0,0,
218,0,0,0,0,
219,0,0,0,0,
220,0,0,x,0,
221,0,0,x,0,
222,0,0,0,0,
223,0,0,x,x
224,x,0,0,0,
225,x,0,0,0,
226,0,0,0,0,
227,0,0,0,0,
228,0,0,0,0,
229,x,0,x,0,
230,0,x,0,0,
231,0,x,0,0,
232,0,x,0,0,
233,0,0,x,0,
234,0,0,0,0,
235,0,x,0,0,
236,0,0,x,0,
237,0,0,0,0,
238,0,0,0,0,
239,0,0,0,x
240,x,0,0,0,
241,0,x,0,0,
242,0,0,x,0,
243,0,0,x,0,
244,0,0,x,0,
245,0,0,x,0,
246,0,x,0,0,
247,0,x,0,0,
248,0,x,0,0,
249,0,x,0,0,
250,0,0,0,x
251,x,0,0,0,
252,x,0,x,0,
253,0,0,0,x
254,0,x,x,0,
255,0,0,0,x
256,0,x,0,0,
257,x,0,0,0,
258,x,0,x,0,
259,x,0,0,0,
260,0,0,0,0,
261,0,x,0,0,
262,0,0,0,x
263,x,0,0,0,
264,0,0,0,0,
265,0,0,x,0,
266,0,x,0,0,
267,0,0,0,x
268,0,0,x,0,
269,0,0,0,x
270,0,x,0,0,
271,x,0,0,0,
272,x,0,0,0,
273,0,0,x,0,
274,0,0,x,0,
275,0,0,0,x
276,0,0,0,0,
277,0,0,0,0,
278,x,0,0,0,
279,0,0,0,x
280,0,0,0,x
281,0,x,0,0,
282,0,x,0,0,
283,0,x,0,0,
284,0,0,0,0,
285,0,x,0,0,
286,x,0,0,0,
287,0,0,x,x
288,0,0,0,x
289,x,0,0,0,
290,0,0,0,x
291,x,0,0,0,
292,0,x,0,0,
293,0,x,x,0,
294,0,0,0,x
295,0,0,x,x
296,0,x,0,0,
297,x,0,0,0,
298,x,0,0,0,
299,0,x,0,0,
300,0,0,0,0,
301,0,0,0,0,
302,0,0,0,0,
303,0,0,0,0,
304,0,0,0,0,
305,x,0,0,0,
306,x,0,0,0,
307,0,0,0,0,
308,x,0,0,0,
309,0,x,0,0,
310,0,0,0,0,
311,0,0,x,0,
312,0,0,0,x
313,0,x,0,0,
314,x,0,0,0,
315,0,x,0,0,
316,0,x,0,0,
317,0,x,0,0,
318,0,x,0,0,
319,0,0,0,x
320,0,x,0,0,
321,0,x,0,0,
322,0,x,0,0,
323,x,0,0,0,
324,x,0,0,0,
325,x,0,0,0,
326,x,0,x,0,
327,0,0,0,0,
328,0,0,0,0,
329,0,x,0,0,
330,0,0,0,0,
331,0,0,x,0,
332,0,0,0,0,
333,0,0,0,x
334,0,0,x,0,
335,0,0,0,0,
336,0,x,0,0,
337,0,0,0,0,
338,0,x,0,0,
339,0,0,x,0,
340,0,0,0,0,
341,0,0,0,0,
342,0,0,0,0,
343,0,0,x,0,
344,0,0,x,x
345,0,0,0,x
346,0,x,0,0,
347,0,x,0,0,
348,0,0,0,0,
349,0,0,0,0,
350,0,0,0,0,
351,0,0,0,0,
352,0,x,0,0,
353,0,0,0,0,
354,0,0,0,x
355,0,0,0,x
356,0,0,0,0,
357,0,0,0,0,
358,0,0,0,x
359,0,0,0,0,
360,0,0,0,0,
361,0,0,0,0,
362,0,0,0,0,
363,0,0,0,0,
364,0,x,0,0,
365,0,x,0,0,
366,0,0,0,0,
367,0,0,0,0,
368,x,0,0,0,
369,0,0,0,x
370,0,0,0,0,
371,0,x,0,0,
372,0,0,0,0,
373,0,0,0,0,
374,0,0,0,0,
375,0,0,0,0,
376,0,0,0,0,
377,0,0,0,0,
378,0,0,0,0,
379,0,0,0,0,
380,0,0,0,0,
381,0,0,x,0,
382,0,0,0,x
383,0,0,0,0,
384,0,0,x,0,
385,0,0,0,0,
386,0,0,0,0,
387,0,0,x,0,
388,0,0,x,0,
389,0,0,x,0,
390,0,0,x,0,
391,0,0,x,0,
392,0,x,0,0,
393,0,0,0,0,
394,0,x,0,0,
395,0,x,0,0,
396,0,x,0,0,
397,0,x,0,0,
398,0,0,0,0,
399,0,x,0,0,
400,0,0,0,x
401,0,0,0,0,
402,0,0,0,x
403,0,x,0,0,
404,0,x,0,0,
405,0,x,0,0,
406,0,x,0,0,
407,0,0,x,0,
408,0,0,x,0,
409,0,x,0,0,
410,x,0,0,0,
411,0,0,x,0,
412,0,0,0,0,
413,0,x,0,0,
414,0,0,0,0,
415,0,0,x,0,
416,x,0,0,0,
417,0,0,0,0,
418,0,0,0,0,
419,0,0,x,0,
420,0,0,x,0,
421,0,0,x,0,
422,0,0,x,0,
423,0,0,x,0,
424,0,0,x,0,
425,0,0,0,0,
426,0,0,0,0,
427,0,x,0,0,
428,0,x,0,0,
429,0,0,0,0,
430,0,0,0,0,
431,0,0,0,x
432,0,0,0,x
433,0,0,0,0,
434,0,x,0,0,
435,0,0,0,0,
436,0,0,0,0,
437,0,0,0,0,
438,0,0,x,0,
439,0,0,x,0,
440,0,0,0,x
441,0,x,0,0,
442,0,0,0,x
443,0,0,x,0,
444,0,0,0,0,
445,0,x,0,0,
446,x,0,0,0,
447,x,0,0,0,
448,x,0,0,0,
449,x,0,0,0,
450,x,0,0,0,
451,0,0,0,x
452,0,0,0,0,
453,0,0,0,0,
454,0,0,0,0,
455,0,0,0,0,
456,0,0,x,0,
457,0,0,0,0,
458,0,0,0,0,
459,0,0,0,0,
460,0,x,0,0,
461,0,0,0,x
462,0,0,0,0,
463,0,x,0,0,
464,0,0,0,0,
465,0,x,0,0,
466,0,0,0,0,
467,0,0,0,0,
468,x,0,0,0,
469,0,0,0,x
470,0,0,0,x
471,x,0,0,0,
472,0,x,x,0,
473,0,x,0,0,
474,0,x,0,0,
475,0,0,0,x
476,0,0,x,x
477,0,x,0,0,
478,x,0,0,0,
479,0,0,x,0,
480,0,x,0,0,
481,0,0,0,0,
482,0,0,0,0,
483,0,0,0,0,
484,0,0,0,0,
485,0,0,0,0,
486,0,0,0,0,
487,0,0,0,0,
488,0,0,0,0,
489,0,0,0,0,
490,0,0,0,0,
491,0,0,0,0,
492,0,0,0,0,
493,x,0,0,0,
494,x,0,0,0,
495,x,0,0,0,
496,x,0,0,0,
497,0,0,0,0,
498,0,0,0,0,
499,0,0,0,0,
500,0,0,0,0,
501,0,0,0,0,
502,0,0,0,0,
503,0,0,0,0,
504,0,0,0,0,
505,0,0,0,0,
506,0,x,0,0,
507,x,0,0,0,
508,x,0,0,0,
509,x,0,0,0,
510,0,x,x,0,
511,0,0,0,0,
512,0,x,0,0,
513,0,0,x,0,
514,x,0,0,0,
515,0,x,0,0,
516,0,x,0,0,
517,0,0,x,x
518,0,x,0,0,
519,0,0,x,0,
520,0,0,0,0,
521,0,0,0,0,
522,0,x,x,0,
523,0,0,x,0,
524,0,0,0,0,
525,0,0,0,0,
526,0,0,0,0,
527,0,0,0,0,
528,0,0,0,0,
529,0,0,x,0,
530,0,x,0,0,
531,0,x,0,0,
532,0,0,0,0,
533,0,0,0,0,
534,0,0,0,0,
535,0,0,0,0,
536,x,0,0,0,
537,x,0,0,0,
538,0,x,0,0,
539,0,0,0,0,
540,0,0,x,x
541,x,0,x,0,
542,0,0,0,0,
543,0,0,x,0,
544,0,x,0,0,
545,0,0,0,0,
546,x,0,0,0,
547,0,x,0,0,
548,0,0,x,0,
549,0,0,x,0,
550,0,x,0,0,
551,0,0,0,0,
552,0,0,0,0,
553,0,0,x,x
554,0,0,0,x
555,0,0,0,x
556,0,0,0,x
557,0,0,0,x
558,x,0,0,0,
559,0,x,0,0,
560,0,0,0,x
561,0,0,0,x
562,0,0,0,x
563,0,0,0,x
564,0,0,0,0,
565,0,0,0,0,
566,0,0,x,0,
567,0,x,0,0,
568,0,0,0,0,
569,0,0,0,0,
570,0,0,0,x
571,0,0,0,0,
572,0,0,0,0,
573,0,0,0,0,
574,0,0,0,0,
575,0,x,0,0,
576,0,0,0,0,
577,0,0,0,0,
578,0,0,x,0,
579,0,x,0,0,
580,0,0,0,0,
581,0,0,0,0,
582,0,x,0,0,
583,0,0,0,0,
584,0,0,0,0,
585,0,0,x,0,
586,0,0,x,0,
587,0,0,0,0,
588,0,0,0,0,
589,0,0,0,0,
590,x,0,0,0,
591,0,0,0,0,
592,0,0,0,0,
593,0,0,x,0,
594,0,0,0,0,
595,0,0,0,0,
596,0,0,0,0,
597,0,0,0,0,
598,0,0,0,0,
599,0,0,0,0,
600,0,0,0,0,
601,0,0,0,0,
602,0,0,0,0,
603,0,0,0,0,
604,0,0,0,0,
605,0,0,0,0,
606,0,0,0,0,
607,0,0,0,0,
608,0,0,0,0,
609,0,0,x,0,
610,0,0,0,0,
611,0,x,0,0,
612,0,0,0,0,
613,0,0,0,0,
614,0,0,0,0,
615,x,0,0,0,
616,0,0,0,0,
617,0,0,0,0,
618,0,0,0,0,
619,x,0,0,0,
620,0,0,x,0,
621,0,0,0,0,
622,0,0,x,0,
623,0,0,0,0,
624,0,0,0,0,
625,0,0,0,x
626,0,0,0,0,
627,0,0,0,0,
628,0,0,0,0,
629,0,x,0,0,
630,0,0,0,x
631,0,0,x,x
632,0,x,0,0,
633,0,0,0,0,
634,0,0,0,0,
635,0,0,0,0,
636,0,0,0,0,
637,0,0,x,0,
638,x,0,0,0,
639,x,0,0,0,
640,x,0,0,0,
641,0,0,0,0,
642,x,0,0,0,
643,0,0,0,0,
644,0,0,0,0,
645,0,0,0,0,
646,0,0,0,x
647,0,0,x,0,
648,0,0,0,0,
649,0,0,x,0,
650,0,0,0,0,
651,0,0,0,0,
652,0,0,0,0,
653,x,0,0,0,
654,0,0,0,0,
655,0,0,0,0,
656,0,0,0,0,
657,0,0,0,0,
658,0,0,0,0,
659,0,x,0,0,
660,0,0,0,0,
661,0,0,0,0,
662,0,0,0,0,
663,0,0,0,0,
664,x,0,0,0,
665,0,0,0,0,
666,0,0,0,0,
667,0,0,0,0,
668,0,0,0,0,
669,x,0,0,0,
670,0,0,0,0,
671,0,0,x,0,
672,0,0,x,0,
673,0,0,0,0,
674,0,0,0,0,
675,0,0,0,0,
676,0,0,x,x
677,0,0,0,0,
678,0,0,0,0,
679,0,0,0,0,
680,0,0,0,0,
681,0,x,0,0,
682,0,0,0,0,
683,0,0,0,0,
684,0,0,0,0,
685,0,0,0,0,
686,0,0,x,0,
687,0,0,0,0,
688,0,0,x,0,
689,0,0,0,0,
690,0,0,0,0,
691,0,0,0,0,
692,x,x,0,0,
693,0,0,0,0,
694,0,0,0,0,
695,0,0,0,0,
696,0,0,0,0,
697,0,0,0,0,
698,0,0,0,0,
699,0,0,x,x
700,0,0,x,0,
701,0,0,x,0,
702,0,0,0,0,
703,0,x,0,0,
704,0,0,0,0,
705,0,x,0,0,
706,0,x,0,0,
707,0,0,0,0,
708,0,0,0,0,
709,x,0,0,0,
710,0,0,x,0,
711,0,0,0,0,
712,0,0,0,0,
713,0,x,0,0,
714,0,0,0,0,
715,0,0,0,0,
716,0,0,0,0,
717,0,0,0,0,
718,0,0,0,0,
719,x,0,0,0,
720,x,0,0,0,
721,0,x,0,0,
722,0,x,0,0,
723,0,x,0,0,
724,0,x,0,0,
725,0,x,0,0,
726,0,x,0,0,
727,0,0,0,x
728,x,0,0,0,
729,0,0,0,0,
730,0,0,0,0,
731,x,0,0,0,
732,0,x,x,0,
733,0,0,x,0,
734,0,x,0,0,
735,0,0,x,0,
736,0,x,0,0,
737,0,0,0,0,
738,0,x,0,0,
739,0,0,x,x
740,0,0,0,0,
741,0,0,0,0,
742,0,0,0,0,
743,0,0,0,0,
744,0,0,0,0,
745,0,0,0,0,
746,0,0,x,0,
747,0,0,0,x
748,0,0,0,0,
749,0,0,x,x
750,0,x,0,0,
751,0,x,0,0,
752,x,0,0,0,
753,x,0,0,0,
754,0,0,0,0,
755,0,0,0,x
756,x,0,0,0,
757,x,0,0,0,
758,0,x,x,0,
759,0,0,0,0,
760,0,0,0,0,
761,0,0,0,0,
762,0,x,0,0,
763,0,0,x,0,
764,x,0,0,0,
765,0,0,0,0,
766,0,x,0,0,
767,0,0,0,0,
768,0,0,0,0,
769,0,0,0,0,
770,0,0,0,0,
771,0,0,0,0,
772,0,0,0,0,
773,0,0,0,x
774,0,0,0,x
775,0,0,0,x
776,0,0,0,0,
777,0,0,0,0,
778,0,0,0,x
779,0,0,x,0,
780,0,0,0,0,
781,0,0,0,0,
782,0,0,0,0,
783,0,0,0,x
784,x,0,0,0,
785,0,0,0,0,
786,0,0,0,0,
787,0,0,0,0,
788,0,0,0,0,
789,0,0,0,0,
790,0,0,0,0,
791,0,0,0,0,
792,0,0,0,0,
793,0,0,0,0,
794,0,0,x,x
795,0,0,0,0,
796,0,x,0,0,
797,0,0,0,0,
798,0,0,0,0,
799,0,0,x,x
800,0,0,0,0,
801,0,0,0,0,
802,0,0,0,0,
803,0,0,0,0,
804,0,0,0,0,
805,0,0,0,0,
806,0,0,0,0,
807,0,0,0,0,
808,x,0,0,0,
809,0,0,0,0,
810,0,0,0,0,
811,0,0,0,0,
812,x,0,0,0,
813,x,0,0,0,
814,0,0,0,0,
815,0,x,0,0,
816,0,0,0,0,
817,0,0,0,0,
818,x,0,0,0,
819,0,0,0,0,
820,0,0,0,0,
821,0,0,0,0,
822,0,0,0,0,
823,0,0,0,0,
824,0,0,0,0,
825,x,0,x,0,
826,0,x,x,0,
827,0,0,0,0,
828,0,0,0,0,
829,x,0,0,0,
830,0,0,0,0,
831,0,x,0,0,
832,0,0,0,0,
833,0,0,0,0,
834,0,0,0,0,
835,0,0,x,0,
836,0,0,0,x
837,x,0,x,0,
838,x,0,x,0,
839,0,0,x,x
840,0,0,x,x
841,0,0,0,0,
842,0,0,x,x
843,0,0,0,0,
844,x,0,0,0,
845,x,0,0,0,
846,0,0,0,0,
847,0,0,0,0,
848,0,0,x,0,
849,0,0,0,0,
850,0,0,0,0,
851,0,0,0,0,
852,0,0,0,0,
853,x,0,0,0,
854,0,0,0,0,
855,0,0,0,x
856,0,0,0,0,
857,0,0,0,0,
858,0,x,x,0,
859,0,x,0,0,
860,0,0,0,0,
861,0,0,0,0,
862,0,0,0,0,
863,0,0,0,0,
864,0,0,x,0,
865,0,0,0,0,
866,x,0,0,0,
867,0,0,0,x
868,0,0,0,0,
869,0,0,0,0,
870,0,0,0,x
871,0,0,x,x
872,x,0,0,0,
873,0,0,0,0,
874,0,0,x,0,
875,0,0,x,0,
876,0,0,0,0,
877,0,0,0,0,
878,0,0,0,0,
879,0,x,0,0,
880,0,x,0,0,
881,0,x,0,0,
