1,18:06:57.8862697,7/5/2016,UserID,-
1,18:07:17.7667680,7/5/2016,Test1,
1,18:08:07.1679661,7/5/2016,PitchZoomIn,g_imagen_045.jpg
1,18:08:21.8695945,7/5/2016,ZoomingOut,g_imagen_045.jpg
1,18:08:41.0518859,7/5/2016,Select,g_imagen_045.jpg
1,18:09:02.2111513,7/5/2016,Select,g_imagen_026.jpg
1,18:09:08.5241589,7/5/2016,Select,g_imagen_024.jpg
1,18:09:08.9964580,7/5/2016,Deselect,g_imagen_024.jpg
1,18:09:11.4317570,7/5/2016,Select,g_imagen_024.jpg
1,18:09:16.6181185,7/5/2016,Select,g_imagen_056.jpg
1,18:09:30.5813070,7/5/2016,Select,g_imagen_009.jpg
1,18:09:39.6976847,7/5/2016,Select,g_imagen_011.jpg
1,18:09:41.5558652,7/5/2016,Changing Sphere,2
1,18:09:47.6846037,7/5/2016,Changing Sphere,3
1,18:10:04.9226352,7/5/2016,Select,g_imagen_055.jpg
1,18:10:07.9062754,7/5/2016,Select,g_imagen_111.jpg
1,18:10:18.8379241,7/5/2016,Select,g_imagen_144.jpg
2,19:16:08.2313249,7/5/2016,UserID,-
2,19:16:10.2948807,7/5/2016,Demo,
2,19:18:06.9665789,7/5/2016,Select,photo1.jpg
2,19:18:07.1796996,7/5/2016,Deselect,photo1.jpg
2,19:18:29.8032533,7/5/2016,Select,photo1.jpg
2,19:18:36.4301567,7/5/2016,Deselect,photo1.jpg
2,19:18:37.1086326,7/5/2016,Select,photo1.jpg
2,19:18:37.3748281,7/5/2016,Deselect,photo1.jpg
2,19:18:51.4545427,7/5/2016,Changing Sphere,2
2,19:18:52.9189607,7/5/2016,Changing Sphere,1
2,19:18:54.9169317,7/5/2016,Changing Sphere,2
2,19:19:01.6396613,7/5/2016,Select,photo5.jpg
2,19:19:04.0397070,7/5/2016,Deselect,photo5.jpg
2,19:19:04.9320286,7/5/2016,Select,photo5.jpg
2,19:19:05.2785825,7/5/2016,Deselect,photo5.jpg
2,19:19:07.8119060,7/5/2016,Select,photo5.jpg
2,19:19:08.1718017,7/5/2016,Deselect,photo5.jpg
2,19:19:08.5149396,7/5/2016,Changing Sphere,3
2,19:19:09.4086804,7/5/2016,Changing Sphere,2
2,19:19:31.3257183,7/5/2016,Changing Sphere,3
2,19:19:34.1944961,7/5/2016,Select,photo8.jpg
2,19:19:34.8715290,7/5/2016,Changing Sphere,2
2,19:19:36.5817593,7/5/2016,Select,photo5.jpg
2,19:19:37.2447161,7/5/2016,Changing Sphere,1
2,19:19:45.3506506,7/5/2016,Changing Sphere,2
2,19:19:49.7144577,7/5/2016,Deselect,photo5.jpg
2,19:19:50.5899833,7/5/2016,Changing Sphere,3
2,19:19:56.2158445,7/5/2016,Changing Sphere,2
2,19:19:57.5527566,7/5/2016,Select,photo5.jpg
2,19:20:08.0292866,7/5/2016,Changing Sphere,1
2,19:20:09.3638357,7/5/2016,Select,photo1.jpg
2,19:20:11.4321604,7/5/2016,Deselect,photo1.jpg
2,19:20:13.0008763,7/5/2016,Changing Sphere,2
2,19:20:14.3338537,7/5/2016,Changing Sphere,3
2,19:20:16.8036965,7/5/2016,Deselect,photo8.jpg
2,19:20:34.3045724,7/5/2016,Changing Sphere,2
2,19:20:35.4651968,7/5/2016,Changing Sphere,1
2,19:20:37.0411444,7/5/2016,Select,photo1.jpg
2,19:20:38.2367562,7/5/2016,Changing Sphere,2
2,19:20:41.5066018,7/5/2016,Deselect,photo5.jpg
2,19:20:41.9839268,7/5/2016,Changing Sphere,3
2,19:20:43.4013648,7/5/2016,Select,photo8.jpg
2,19:20:43.9199735,7/5/2016,Deselect,photo8.jpg
2,19:20:44.4667354,7/5/2016,Select,photo8.jpg
2,19:20:44.9607132,7/5/2016,Deselect,photo8.jpg
2,19:20:45.5027987,7/5/2016,Changing Sphere,2
2,19:20:46.7162669,7/5/2016,Changing Sphere,1
2,19:20:49.6765200,7/5/2016,Changing Sphere,2
2,19:20:51.1161102,7/5/2016,Changing Sphere,3
2,19:20:52.2398213,7/5/2016,Select,photo8.jpg
2,19:20:52.8524797,7/5/2016,Deselect,photo8.jpg
2,19:20:53.9055894,7/5/2016,Select,photo8.jpg
2,19:20:54.3057294,7/5/2016,Deselect,photo8.jpg
2,19:20:55.1816422,7/5/2016,Changing Sphere,2
2,19:21:18.5130311,7/5/2016,Changing Sphere,3
3,19:22:11.7600414,7/5/2016,UserID,-
3,19:22:31.0407497,7/5/2016,Test1,
3,19:22:52.0981217,7/5/2016,Select,g_imagen_044.jpg
3,19:22:59.2531477,7/5/2016,Select,g_imagen_017.jpg
3,19:23:14.4254265,7/5/2016,Select,g_imagen_018.jpg
3,19:23:18.4114595,7/5/2016,Select,g_imagen_032.jpg
3,19:23:24.1838820,7/5/2016,Select,g_imagen_054.jpg
3,19:23:36.2643524,7/5/2016,Select,g_imagen_008.jpg
3,19:23:37.8248513,7/5/2016,Select,g_imagen_015.jpg
3,19:23:47.5698371,7/5/2016,Select,g_imagen_047.jpg
3,19:24:03.9792890,7/5/2016,Changing Sphere,2
3,19:24:17.9375505,7/5/2016,Select,g_imagen_083.jpg
3,19:24:22.2160091,7/5/2016,Select,g_imagen_084.jpg
3,19:24:22.9116893,7/5/2016,Deselect,g_imagen_084.jpg
3,19:24:26.5647375,7/5/2016,Select,g_imagen_084.jpg
3,19:24:28.3245833,7/5/2016,Select,g_imagen_029.jpg
3,19:24:28.9104628,7/5/2016,Deselect,g_imagen_029.jpg
3,19:24:32.4317102,7/5/2016,Select,g_imagen_029.jpg
3,19:24:51.2797050,7/5/2016,Select,g_imagen_058.jpg
3,19:24:54.1573612,7/5/2016,Changing Sphere,3
3,19:25:02.5736534,7/5/2016,Select,g_imagen_136.jpg
3,19:25:06.3885268,7/5/2016,Select,g_imagen_126.jpg
3,19:25:16.9574895,7/5/2016,Select,g_imagen_055.jpg
3,19:25:23.1427826,7/5/2016,Select,g_imagen_144.jpg
3,19:25:30.2052757,7/5/2016,Changing Sphere,4
3,19:25:36.8493562,7/5/2016,Select,g_imagen_172.jpg
3,19:25:37.4093191,7/5/2016,Deselect,g_imagen_172.jpg
3,19:25:42.1282712,7/5/2016,Select,g_imagen_115.jpg
3,19:25:44.3675773,7/5/2016,Select,g_imagen_107.jpg
3,19:25:50.7399270,7/5/2016,Select,g_imagen_169.jpg
3,19:26:02.6330809,7/5/2016,Select,g_imagen_112.jpg
3,19:26:09.8542357,7/5/2016,Changing Sphere,5
3,19:26:14.5638800,7/5/2016,Select,g_imagen_122.jpg
3,19:26:20.8438269,7/5/2016,Select,g_imagen_129.jpg
3,19:26:26.5613514,7/5/2016,Changing Sphere,4
3,19:26:28.4669850,7/5/2016,Changing Sphere,3
3,19:26:32.2818734,7/5/2016,Select,g_imagen_069.jpg
3,19:26:32.9207017,7/5/2016,Deselect,g_imagen_069.jpg
3,19:26:35.0271074,7/5/2016,Select,g_imagen_069.jpg
3,19:26:42.1853143,7/5/2016,Changing Sphere,2
3,19:26:43.6241991,7/5/2016,Changing Sphere,1
3,19:27:08.3819021,7/5/2016,Changing Sphere,2
3,19:27:42.2883455,7/5/2016,Select,g_imagen_090.jpg
3,19:27:46.5276647,7/5/2016,Select,g_imagen_041.jpg
3,19:27:58.2048148,7/5/2016,Select,g_imagen_033.jpg
3,19:27:59.7775778,7/5/2016,Select,g_imagen_028.jpg
4,19:34:57.6450063,7/5/2016,UserID,-
4,19:34:59.1145925,7/5/2016,Demo,
5,19:36:32.6771110,7/5/2016,UserID,-
5,19:36:34.1183597,7/5/2016,Demo,
5,19:36:55.9581897,7/5/2016,Select,photo1.jpg
5,19:37:03.2142946,7/5/2016,Deselect,photo1.jpg
5,19:37:05.5262110,7/5/2016,Select,photo1.jpg
5,19:37:09.1097989,7/5/2016,Changing Sphere,2
5,19:37:14.7087683,7/5/2016,Changing Sphere,1
5,19:37:17.5033711,7/5/2016,Changing Sphere,2
5,19:37:22.1557330,7/5/2016,Select,photo5.jpg
5,19:37:35.0885116,7/5/2016,Changing Sphere,3
5,19:37:38.7781143,7/5/2016,Select,photo8.jpg
5,19:37:41.3382148,7/5/2016,Changing Sphere,2
5,19:37:58.7930843,7/5/2016,Changing Sphere,3
5,19:38:05.2004620,7/5/2016,Deselect,photo8.jpg
5,19:38:08.7887082,7/5/2016,Changing Sphere,2
5,19:38:11.9893236,7/5/2016,Changing Sphere,1
5,19:38:14.8399272,7/5/2016,Changing Sphere,2
5,19:38:32.2169137,7/5/2016,Changing Sphere,3
5,19:38:46.0367109,7/5/2016,Select,photo8.jpg
5,19:38:51.6906213,7/5/2016,Changing Sphere,2
